aids,canonicalsmiles
0,"InChI=1S/C19H20BrNO2.ClH/c1-21(10-2-3-15-4-7-17(20)8-5-15)14-16-6-9-18-19(13-16)23-12-11-22-18;/h2-9
0,"InChI=1S/C20H23NO2.ClH/c1-16-5-3-6-17(13-16)7-4-10-21(2)15-18-8-9-19-20(14-18)23-12-11-22-19;/h3-9
0,"InChI=1S/C20H23NO3.ClH/c1-21(10-4-6-16-5-3-7-18(13-16)22-2)15-17-8-9-19-20(14-17)24-12-11-23-19;/h3-9
1,"InChI=1S/C20H19F4NO2.ClH/c1-25(13-15-5-7-18-19(12-15)27-10-9-26-18)8-2-3-14-4-6-16(17(21)11-14)20(22
0,"InChI=1S/C20H23NO3.ClH/c1-21(11-3-4-16-5-8-18(22-2)9-6-16)15-17-7-10-19-20(14-17)24-13-12-23-19;/h3-10
0,"InChI=1S/C19H20FNO2.ClH/c1-21(10-4-6-16-5-2-3-7-17(16)20)14-15-8-9-18-19(13-15)23-12-11-22-18;/h2-9
1,"InChI=1S/C17H19NO3.ClH/c1-18(8-2-4-15-5-3-9-19-15)13-14-6-7-16-17(12-14)21-11-10-20-16;/h2-7
0,"InChI=1S/C14H19NO2.ClH/c1-3-4-7-15(2)11-12-5-6-13-14(10-12)17-9-8-16-13;/h3-6
1,"InChI=1S/C20H19F4NO2.ClH/c1-25(13-14-4-7-18-19(11-14)27-10-9-26-18)8-2-3-15-5-6-16(12-17(15)21)20(22
1,"InChI=1S/C23H29NO2.ClH/c1-23(2
0,"InChI=1S/C19H27NO2.ClH/c1-20(11-5-8-16-6-3-2-4-7-16)15-17-9-10-18-19(14-17)22-13-12-21-18;/h5
0,"InChI=1S/C20H23NO2.ClH/c1-16-6-3-4-7-18(16)8-5-11-21(2)15-17-9-10-19-20(14-17)23-13-12-22-19;/h3-10
0,"InChI=1S/C23H23NO2.ClH/c1-24(17-18-11-12-22-23(16-18)26-15-14-25-22)13-5-9-20-8-4-7-19-6-2-3-10-21(19)20;/h2-12
0,"InChI=1S/C19H20FNO2.ClH/c1-21(9-3-5-15-4-2-6-17(20)12-15)14-16-7-8-18-19(13-16)23-11-10-22-18;/h2-8
0,"InChI=1S/C20H23NO3.ClH/c1-21(11-5-7-17-6-3-4-8-18(17)22-2)15-16-9-10-19-20(14-16)24-13-12-23-19;/h3-10
0,"InChI=1S/C19H20ClNO2.ClH/c1-21(9-3-5-15-4-2-6-17(20)12-15)14-16-7-8-18-19(13-16)23-11-10-22-18;/h2-8
1,5
0,"InChI=1S/C18H25NO2.ClH/c1-19(10-4-7-15-5-2-3-6-15)14-16-8-9-17-18(13-16)21-12-11-20-17;/h4
0,"InChI=1S/C19H21NO2.ClH/c1-20(11-5-8-16-6-3-2-4-7-16)15-17-9-10-18-19(14-17)22-13-12-21-18;/h2-10
1,"InChI=1S/C20H20F3NO2.ClH/c1-24(14-16-6-9-18-19(13-16)26-12-11-25-18)10-2-3-15-4-7-17(8-5-15)20(21
0,6
1,"InChI=1S/C20H20F3NO2.ClH/c1-24(14-15-8-9-18-19(13-15)26-12-11-25-18)10-4-6-16-5-2-3-7-17(16)20(21
0,"InChI=1S/C17H19NO2S.ClH/c1-18(8-2-4-15-5-3-11-21-15)13-14-6-7-16-17(12-14)20-10-9-19-16;/h2-7
0,"InChI=1S/C19H20FNO2.ClH/c1-21(10-2-3-15-4-7-17(20)8-5-15)14-16-6-9-18-19(13-16)23-12-11-22-18;/h2-9
1,"InChI=1S/C20H20F3NO2.ClH/c1-24(14-16-7-8-18-19(13-16)26-11-10-25-18)9-3-5-15-4-2-6-17(12-15)20(21
0,"InChI=1S/C19H20N2O4.ClH/c1-20(9-3-5-15-4-2-6-17(12-15)21(22)23)14-16-7-8-18-19(13-16)25-11-10-24-18;/h2-8
0,"InChI=1S/C25H25NO2.ClH/c1-26(19-21-11-14-24-25(18-21)28-17-16-27-24)15-5-6-20-9-12-23(13-10-20)22-7-3-2-4-8-22;/h2-14
0,"InChI=1S/C20H22FNO3.ClH/c1-22(9-3-4-16-6-7-17(23-2)13-18(16)21)14-15-5-8-19-20(12-15)25-11-10-24-19;/h3-8
0,"InChI=1S/C20H23NO2.ClH/c1-16-5-7-17(8-6-16)4-3-11-21(2)15-18-9-10-19-20(14-18)23-13-12-22-19;/h3-10
0,"InChI=1S/C19H20ClNO2.ClH/c1-21(10-2-3-15-4-7-17(20)8-5-15)14-16-6-9-18-19(13-16)23-12-11-22-18;/h2-9
0,"InChI=1S/C19H20N2O4.ClH/c1-20(10-4-6-16-5-2-3-7-17(16)21(22)23)14-15-8-9-18-19(13-15)25-12-11-24-18;/h2-9
0,"InChI=1S/C19H20N2O4.ClH/c1-20(10-2-3-15-4-7-17(8-5-15)21(22)23)14-16-6-9-18-19(13-16)25-12-11-24-18;/h2-9
0,"InChI=1S/C19H20ClNO2.ClH/c1-21(10-4-6-16-5-2-3-7-17(16)20)14-15-8-9-18-19(13-15)23-12-11-22-18;/h2-9
0,15-17H
1,2
0,20H
0,5-7
0,24H
1,22H
1,5-6
0,20H
0,20
0,15
0,3
0,21H
0,20
0,14-17H
0,15
0,3-4
0,13-16H
0,17
0,21H
0,3-5
0,11-12
0,12-15H
0,11-12H
0,19
0,15-17H
0,22H
0,19H
0,18
0,22H
0,23H
1,"InChI=1S/C19H16FN5O2/c1-11-10-27-18(22)25-19(11
0,25
0,"InChI=1S/C20H16F3N5O2/c1-10-5-11(8-24)9-26-16(10)18(29)27-12-3-4-14(21)13(6-12)20(2)7-15(17(22)23)30-19(25)28-20/h3-7
1,"InChI=1S/C18H15F4N5O2/c1-18(5-10(6-19)29-17(23)27-18)11-4-9(2-3-12(11)20)26-16(28)14-8-24-13(7-25-14)15(21)22/h2-5
0,7-8H
0,8-9H
0,"InChI=1S/C11H13FN2O/c1-11(6-7-15-10(13)14-11)8-4-2-3-5-9(8)12/h2-5H
0,10H
0,10H
1,7H
0,10H
0,"InChI=1S/C19H15F2N5O2/c1-19(7-13(8-20)28-18(23)26-19)14-6-12(3-4-15(14)21)25-17(27)16-5-2-11(9-22)10-24-16/h2-7
1,"InChI=1S/C17H14F4N4O3/c1-17(5-9(6-18)28-16(22)25-17)10-4-8(2-3-11(10)19)23-14(26)12-7-27-15(24-12)13(20)21/h2-5
1,3
1,"InChI=1S/C17H15F3N4O3/c1-17(5-10(6-18)27-16(21)24-17)11-4-9(2-3-12(11)20)22-15(25)13-8-26-14(7-19)23-13/h2-5
1,28-20(25)30-15)16-7-14(4-5-17(16)23)27-19(29)18-6-1-12(10-24)11-26-18/h1
0,10H
0,26-18(23)28-11)14-6-13(3-4-15(14)21)25-17(27)16-5-2-12(8-22)9-24-16/h2-7
0,9H
23-/m0/s1",383.500
325.179,3
3,9
CC12CCCCC1CC(C2OC3=CC=C(C=C3)C#N)N4CCCC(C4)N,C22H31N3O
"4-[[(1S,27
21-,369.500
VJSJQQNZCOIINF-BCPRUYEDSA-N,83.900
CC12CCC(CC1CC(C2OC3=CC=C(C=C3)C#N)N4CCCC(C4)N)(F)F,62.300
5,2R)-2-[(3R)-3-azanylpiperidin-1-yl]-2
C[C@]12CCC(=C[C@H]1C[C@H]([C@@H]2OC3=CC=C(C=C3)C#N)N4CCC[C@H](C4)N)F,620.000
23-/m0/s1",403.500
"4-[[(1R,548.000
0,14
C[C@]12CCC(C[C@H]1C[C@H]([C@@H]2OC3=CC=C(C=C3)C#N)N4CCC[C@H](C4)N)(C)O,82.500
23-/m0/s1",383.500
26-/m0/s1",82.600
21-,369.500
"4-[[(1R,606.000
124.125,C9H16
"4-[[(1R,606.000
1,34)22-4-3-16(26)10-19(22)27/h3-4
0,9-13
1,35)23-5-4-17(27)11-20(23)28/h4-5
0,37)24-5-4-18(28)13-21(24)29/h4-5
0,33)21-6-5-16(25)10-18(21)26/h5-12
0,11-14
0,15H
1,35)23-5-4-17(27)11-20(23)28/h4-5
0,9-12
0,37)24-4-3-19(28)14-21(24)29/h3-4
1,3-6H2
0,37)25-6-5-19(29)14-22(25)30/h5-6
0,33)21-5-4-16(25)11-18(21)26/h4-5
4-7,3-d]pyrimidin-7(8H)-one|4tv3|MLS006010979|GTPL7936|SCHEMBL1381425|SCHEMBL1381431|SCHEMBL1984896|SCHEMBL10092210|SCHEMBL13976989|EX-A032|XDLYKKIQACFMJG-IYBDPMFKSA-N|DTXSID901026004|HMS3656B21|BCP02895|BDBM50380313|MFCD18782794|NSC760536|NSC800846|s2743|AKOS005266645|AKOS030257531|CCG-268947|CS-0919|DB11974|NSC-760536|NSC-800846|SB20066|NCGC00346659-01|NCGC00381752-02|NCGC00381752-06|AC-28429|AS-17042|HY-15177|SMR004702782|BCP0726000275|PF4691502|SW220185-1|US8633204
1,36)24-5-4-19(28)11-21(24)29/h4-5
1,35)23-4-3-18(27)10-20(23)28/h3-4
0,10-13
599.201,"InChI=1S/C29H31F2N5O5S/c1-16-21-10-17(12-24(26(21)35-28(32-4)34-16)41-20-8-9-40-29(2
0,36)24-5-4-18(28)13-21(24)29/h4-5
0,31)19-5-4-14(23)9-16(19)24/h4-10
0,39)27-6-5-21(31)14-24(27)32/h5-6
0,37)25-5-4-20(29)13-22(25)30/h4-5
0,36)24-9-8-18(28)13-21(24)29/h8-14
0,16-17
0,36)24-4-3-19(28)12-21(24)29/h3-4
0,35)23-8-7-17(27)12-20(23)28/h7-13
0,35)23-8-7-17(27)12-20(23)28/h7-13
0,15
1,34)22-4-3-16(26)10-19(22)27/h3-4
0,35)23-6-5-17(27)11-20(23)28/h5-6
0,34)22-7-6-16(26)11-19(22)27/h6-12
591.156,13
NULL,"InChI=1S/C9H8N2/c1-7-8-4-2-3-5-9(8)11-6-10-7/h2-6H
0,37)25-6-5-19(29)14-22(25)30/h5-6
0,34)22-6-5-17(26)10-19(22)27/h5-11
0,36)24-9-8-18(28)13-21(24)29/h8-14
0,37)25-10-9-19(29)14-22(25)30/h9-15
0,35)23-4-3-17(27)12-20(23)28/h3-4
0,38)25-5-4-19(29)13-22(25)30/h4-5
616.192,"InChI=1S/C28H30F2N6O6S/c1-15-20-13-21(27(38)36(25(20)34-28(31)33-15)18-4-6-19(7-5-18)42-10-9-37)16-11-23(26(41-2)32-14-16)35-43(39
0,35)24-4-3-18(27)12-21(24)28/h3-4
1,4-trimethoxyphenyl)methyl]-|Trimetazidina|Trimetazidinum|MLS001240268|Trimetazidinum [INN-Latin]|Trimetazidina [INN-Spanish]|Trimetazidine [INN:BAN:DCF]|NCGC00016697-01|SMR000674573|EINECS 225-690-2|CAS-13171-25-0|UNII-N9A0A0R9S8|Preductal|Vasorel|Preductal MB|Dilatan (TN)|BAS 06612844|Prestwick0_000549|Prestwick1_000549|Prestwick2_000549|Prestwick3_000549|TRIMETAZIDINE [MI]|Oprea1_279550|BSPBio_000597|MLS001331735|SCHEMBL230374|SPBio_002518|TRIMETAZIDINE [WHO-DD]|BPBio1_000657|CHEMBL203266|DTXSID2048531|BDBM80613|CHEBI:94789|cid_9926449|HY-B0968A|HMS2230L07|HMS3374D04|BCP16534|MFCD00868263|s5779|AKOS000308094|4-(2
585.186,"InChI=1S/C28H29F2N5O5S/c1-15-20-9-16(11-23(25(20)34-27(31)33-15)40-19-7-8-39-28(2
0,17
3,"InChI=1S/C16H23NO3/c1-3-8-17-10-15-16(18
2D+3D,3
1,13-15H
0,8-9
3,"InChI=1S/C16H23NO3/c1-3-8-17-10-15-16(18
2,"InChI=1S/C18H27NO2/c1-4-9-19-15-6-7-16(19)11-14(10-15)13-5-8-17(20-2)18(12-13)21-3/h5
NULL,8-12H2
3,"InChI=1S/C16H23NO2/c1-3-8-17-10-16-14(9-12(17)11-19-16)13-6-4-5-7-15(13)18-2/h4-7
3,"InChI=1S/C16H23NO2/c1-3-8-17-10-16-14(9-12(17)11-19-16)13-6-4-5-7-15(13)18-2/h4-7
0,11-13)15-6-4-5-7-16(15)20-2/h4-7
0,6
0,"InChI=1S/C16H24N2O2/c1-3-8-18-13-9-17(10-14(18)12-20-11-13)15-6-4-5-7-16(15)19-2/h4-7
1,13-15H
0,12
0,"InChI=1S/C25H19BrF2N4O2/c26-20-13-15(28)5-7-18(20)25-31-30-24(34-25)10-9-23(33)29-16-6-8-22-19(14-16)17-3-1-2-4-21(17)32(22)12-11-27/h1-8
0,"InChI=1S/C26H20FN5O3/c27-17-5-7-19(16(13-17)15-28)26-31-30-25(35-26)10-9-24(34)29-18-6-8-23-21(14-18)20-3-1-2-4-22(20)32(23)11-12-33/h1-8
0,"InChI=1S/C26H19F2N5O2/c27-11-12-33-22-4-2-1-3-20(22)21-14-18(6-8-23(21)33)30-24(34)9-10-25-31-26(32-35-25)19-7-5-17(28)13-16(19)15-29/h1-8
1-Dimethyl-heptyl)-9-hydroxymethyl-6, solid (air sensitive)|HU-210
0,"InChI=1S/C25H19BrF2N4O2/c26-20-13-15(28)5-7-18(20)25-30-24(34-31-25)10-9-23(33)29-16-6-8-22-19(14-16)17-3-1-2-4-21(17)32(22)12-11-27/h1-8
0,"InChI=1S/C25H19BrF2N4O2/c26-15-5-7-18(20(28)13-15)25-31-30-24(34-25)10-9-23(33)29-16-6-8-22-19(14-16)17-3-1-2-4-21(17)32(22)12-11-27/h1-8
0,"InChI=1S/C26H19F2N5O2/c27-11-12-33-22-4-2-1-3-20(22)21-14-18(6-8-23(21)33)30-24(34)9-10-25-31-32-26(35-25)19-7-5-17(28)13-16(19)15-29/h1-8
0,"InChI=1S/C25H20BrFN4O3/c26-20-13-15(27)5-7-18(20)25-30-29-24(34-25)10-9-23(33)28-16-6-8-22-19(14-16)17-3-1-2-4-21(17)31(22)11-12-32/h1-8
0,"InChI=1S/C25H19BrF2N4O2/c26-15-5-7-18(20(28)13-15)25-30-24(34-31-25)10-9-23(33)29-16-6-8-22-19(14-16)17-3-1-2-4-21(17)32(22)12-11-27/h1-8
0,"InChI=1S/C25H20BrFN4O3/c26-15-5-7-18(20(27)13-15)25-30-29-24(34-25)10-9-23(33)28-16-6-8-22-19(14-16)17-3-1-2-4-21(17)31(22)11-12-32/h1-8
0,"InChI=1S/C33H36FN3O5S/c1-40-23-21-36-19-17-35(18-20-36)16-2-3-22-41-28-14-8-27(9-15-28)37-32(38)31(43-33(37)39)24-25-4-10-29(11-5-25)42-30-12-6-26(34)7-13-30/h4-15
0,"InChI=1S/C33H36ClN3O5S/c1-40-23-21-36-19-17-35(18-20-36)16-2-3-22-41-28-14-8-27(9-15-28)37-32(38)31(43-33(37)39)24-25-4-10-29(11-5-25)42-30-12-6-26(34)7-13-30/h4-15
1,"InChI=1S/C31H32FN3O6S2/c1-43(38
0,"InChI=1S/C33H36N4O7S/c1-42-23-21-35-19-17-34(18-20-35)16-2-3-22-43-28-12-6-26(7-13-28)36-32(38)31(45-33(36)39)24-25-4-10-29(11-5-25)44-30-14-8-27(9-15-30)37(40)41/h4-15
1,"InChI=1S/C34H34FN3O5S/c35-26-7-13-30(14-8-26)43-29-11-3-24(4-12-29)23-31-33(40)38(34(41)44-31)27-9-15-28(16-10-27)42-22-2-1-17-36-18-20-37(21-19-36)32(39)25-5-6-25/h3-4
0,22-23H
0,"InChI=1S/C33H36BrN3O5S/c1-40-23-21-36-19-17-35(18-20-36)16-2-3-22-41-28-14-8-27(9-15-28)37-32(38)31(43-33(37)39)24-25-4-10-29(11-5-25)42-30-12-6-26(34)7-13-30/h4-15
1,"InChI=1S/C31H32ClN3O6S2/c1-43(38
1,"InChI=1S/C34H36ClN3O4S/c35-27-7-13-31(14-8-27)42-30-11-5-25(6-12-30)23-32-33(39)38(34(40)43-32)28-9-15-29(16-10-28)41-22-2-1-17-36-18-20-37(21-19-36)24-26-3-4-26/h5-16
1,"InChI=1S/C31H32BrN3O6S2/c1-43(38
1,"InChI=1S/C34H36FN3O4S/c35-27-7-13-31(14-8-27)42-30-11-5-25(6-12-30)23-32-33(39)38(34(40)43-32)28-9-15-29(16-10-28)41-22-2-1-17-36-18-20-37(21-19-36)24-26-3-4-26/h5-16
1,"InChI=1S/C34H36N4O6S/c39-33-32(23-25-5-11-30(12-6-25)44-31-15-9-28(10-16-31)38(41)42)45-34(40)37(33)27-7-13-29(14-8-27)43-22-2-1-17-35-18-20-36(21-19-35)24-26-3-4-26/h5-16
0,"InChI=1S/C34H38N4O7S/c1-43-23-4-18-36-21-19-35(20-22-36)17-2-3-24-44-29-13-7-27(8-14-29)37-33(39)32(46-34(37)40)25-26-5-11-30(12-6-26)45-31-15-9-28(10-16-31)38(41)42/h5-16
0,"InChI=1S/C34H38FN3O5S/c1-41-23-4-18-37-21-19-36(20-22-37)17-2-3-24-42-29-15-9-28(10-16-29)38-33(39)32(44-34(38)40)25-26-5-11-30(12-6-26)43-31-13-7-27(35)8-14-31/h5-16
0,"InChI=1S/C34H38ClN3O5S/c1-41-23-4-18-37-21-19-36(20-22-37)17-2-3-24-42-29-15-9-28(10-16-29)38-33(39)32(44-34(38)40)25-26-5-11-30(12-6-26)43-31-13-7-27(35)8-14-31/h5-16
1,"InChI=1S/C33H34FN3O4S/c34-26-6-12-30(13-7-26)41-29-10-4-24(5-11-29)22-31-32(38)37(33(39)42-31)27-8-14-28(15-9-27)40-21-1-16-35-17-19-36(20-18-35)23-25-2-3-25/h4-15
0,3
122.000,4-thiazolidine dione|NSC 6745|EINECS 218-941-2|UNII-AA68LXK93C|BRN 0110700|1
1,"InChI=1S/C34H34ClN3O5S/c35-26-7-13-30(14-8-26)43-29-11-3-24(4-12-29)23-31-33(40)38(34(41)44-31)27-9-15-28(16-10-27)42-22-2-1-17-36-18-20-37(21-19-36)32(39)25-5-6-25/h3-4
1,"InChI=1S/C34H34N4O7S/c39-32(25-5-6-25)36-20-18-35(19-21-36)17-1-2-22-44-28-13-7-26(8-14-28)37-33(40)31(46-34(37)41)23-24-3-11-29(12-4-24)45-30-15-9-27(10-16-30)38(42)43/h3-4
1,"InChI=1S/C33H41ClN4O4S/c34-29-22-26(6-11-30(29)37-17-20-41-21-18-37)23-31-32(39)38(33(40)43-31)27-7-9-28(10-8-27)42-19-3-1-2-12-35-13-15-36(16-14-35)24-25-4-5-25/h6-11
1,"InChI=1S/C34H36BrN3O4S/c35-27-7-13-31(14-8-27)42-30-11-5-25(6-12-30)23-32-33(39)38(34(40)43-32)28-9-15-29(16-10-28)41-22-2-1-17-36-18-20-37(21-19-36)24-26-3-4-26/h5-16
1,"InChI=1S/C31H32N4O8S2/c1-45(40
1,"InChI=1S/C31H37ClN4O4S/c32-27-20-24(4-9-28(27)35-15-18-39-19-16-35)21-29-30(37)36(31(38)41-29)25-5-7-26(8-6-25)40-17-1-10-33-11-13-34(14-12-33)22-23-2-3-23/h4-9
0,"InChI=1S/C34H38BrN3O5S/c1-41-23-4-18-37-21-19-36(20-22-37)17-2-3-24-42-29-15-9-28(10-16-29)38-33(39)32(44-34(38)40)25-26-5-11-30(12-6-26)43-31-13-7-27(35)8-14-31/h5-16
1,"InChI=1S/C35H38FN3O4S/c36-28-8-14-32(15-9-28)43-31-12-6-26(7-13-31)24-33-34(40)39(35(41)44-33)29-10-16-30(17-11-29)42-23-3-1-2-18-37-19-21-38(22-20-37)25-27-4-5-27/h6-17
1,"InChI=1S/C34H34BrN3O5S/c35-26-7-13-30(14-8-26)43-29-11-3-24(4-12-29)23-31-33(40)38(34(41)44-31)27-9-15-28(16-10-27)42-22-2-1-17-36-18-20-37(21-19-36)32(39)25-5-6-25/h3-4
3606,1
2D+3D,(H
1,(H
NULL,20
1,1H3
1,18
2D+3D,(H
0,16"
1,(H
1,1H3
NULL,17
"3-(cyclopropylmethoxy)-N-(3,403.200
1,(H
0,(H
2D+3D,(H
0,"InChI=1S/C17H12N4O2/c22-17-19-16(20-23-17)14-3-1-12(2-4-14)13-5-7-15(8-6-13)21-10-9-18-11-21/h1-11H
0,17
1,1H3
0,(H
1,(H
1,1H3
2D+3D,(H
1,"InChI=1S/C16H12N2O2/c19-16(20)14-3-1-12(2-4-14)13-5-7-15(8-6-13)18-10-9-17-11-18/h1-11H
1,20
0,"InChI=1S/C15H10ClN7/c16-14-7-11(15-19-21-22-20-15)3-6-13(14)10-1-4-12(5-2-10)23-8-17-18-9-23/h1-9H
1,18
2D+3D,(H
1,(H
4,C1=CC(=CC=C1C#N)C2=CC=C(C=C2)N3C=CN=C3
1,19
NULL,19
1,(H
1,(H
22)",2
1,(H
NULL,20
1,1-2H3
NULL,20
0,12-15H
27);13-18H,5)6;1-7-10-17(2)24-22(27)25-18(3)11-8-9-12-21(26)19-13-15-20(16-14-19)23(4
1,19
1,19
1,19
NULL,20
1,(H
1,16
1,19
0,13
1,18H
0,16
0,17
15,3-4
11,13
0,13
1,12
0,17
1,12
0,17
14,13
12,14
1,9
1,17H
4,16H
0,12
0,16
1,17H
1,18
0,13
15,16H
12,17
1,17H
0,14-17H2
0,"InChI=1S/C29H30N6O6/c1-37-21-5-7-22(8-6-21)41-28-25(33-27(36)19-14-23(38-2)16-24(15-19)39-3)18-31-29(34-28)32-20-4-9-26(30-17-20)35-10-12-40-13-11-35/h4-9
0,"InChI=1S/C26H23FN4O5/c1-33-19-8-10-20(11-9-19)36-25-23(15-28-26(31-25)29-18-6-4-17(27)5-7-18)30-24(32)16-12-21(34-2)14-22(13-16)35-3/h4-15H
0,"InChI=1S/C30H31N5O6/c1-37-23-8-10-24(11-9-23)41-29-27(33-28(36)20-16-25(38-2)18-26(17-20)39-3)19-31-30(34-29)32-21-4-6-22(7-5-21)35-12-14-40-15-13-35/h4-11
0,(H3
0,2-4
0,10-13H2
0,8-11H2
0,17-18H
0,13H
0,"InChI=1S/C30H32N6O5/c1-38-22-8-10-23(11-9-22)41-29-26(34-28(37)20-15-24(39-2)17-25(16-20)40-3)19-32-30(35-29)33-21-7-12-27(31-18-21)36-13-5-4-6-14-36/h7-12
0,9-12H2
3-oxazol-2-yl]sulfanylmethyl]-6-[4-(hydroxymethyl)phenyl]-1,6S)-4-(((4
14017,"InChI=1S/2C8H16O2.Mg/c2*1-3-5-7(6-4-2)8(9)10;/h2*7H
3471,1-2H3
0,87.900
14020,"InChI=1S/2C8H16O2.Na/c2*1-3-5-7(6-4-2)8(9)10;/h2*7H
CCCC(CCC)C(=O)[O-].[Na+], sodium salt (1:1)|Valproic Acid
Biological Test Results|Classification|Literature|Patents,30-18+"
2,"InChI=1S/C26H18F4N4/c27-21-9-22(28)12-25(11-21)33-31-15-17-4-6-19(7-5-17)20-3-1-2-18(8-20)16-32-34-26-13-23(29)10-24(30)14-26/h1-16
1,"InChI=1S/C26H18F4N4/c27-21-9-22(28)12-25(11-21)33-31-15-17-1-5-19(6-2-17)20-7-3-18(4-8-20)16-32-34-26-13-23(29)10-24(30)14-26/h1-16
Biological Test Results|Classification|Literature|Patents,30-18+"
1,5)6/h7-16
NULL,1-2H3/b31-19+
0,"InChI=1S/C26H18F4N4/c27-21-3-1-5-23(25(21)29)33-31-15-17-7-11-19(12-8-17)20-13-9-18(10-14-20)16-32-34-24-6-2-4-22(28)26(24)30/h1-16
Biological Test Results|Classification|Literature|Patents,30-18+"
Biological Test Results|Classification|Literature|Patents,30-18+"
2,"InChI=1S/C26H18F4N4/c27-21-8-10-25(23(29)13-21)33-31-15-17-4-6-19(7-5-17)20-3-1-2-18(12-20)16-32-34-26-11-9-22(28)14-24(26)30/h1-16
Biological Test Results|Classification|Literature|Patents,30-18+"
NULL,1-4H3/b31-21+
NULL,1-4H3/b31-21+
Biological Test Results|Literature|Patents,28-20+"
0,"InChI=1S/C26H18F4N4/c27-21-6-2-8-23(25(21)29)33-31-15-17-10-12-19(13-11-17)20-5-1-4-18(14-20)16-32-34-24-9-3-7-22(28)26(24)30/h1-16
NULL,1-4H3/b33-21+
1,"InChI=1S/C26H18F4N4/c27-21-9-11-25(23(29)13-21)33-31-15-17-1-5-19(6-2-17)20-7-3-18(4-8-20)16-32-34-26-12-10-22(28)14-24(26)30/h1-16
NULL,1-2H3/b29-19+
0,17
NULL,33-34H/b31-19+
69)(H,C52H88N10O15
NULL,1-4H3/b31-21+
Biological Test Results|Literature|Patents,30-18+"
NULL,1-2H3/b29-19+
0,17
Biological Test Results|Literature|Patents,30-18+"
Biological Test Results|Literature|Patents,30-18+"
Biological Test Results|Literature|Patents,30-18+"
Biological Test Results|Classification|Literature|Patents,30-18+"
Biological Test Results|Literature|Patents,28-20+"
2,(H4
 laquo gammaRaquo -lactone|2-Butenoic acid, 4-hydroxy-
NULL,C1CC(=O)OC1.C1CC(=O)OC1
 10mg/ml in Acetonitrile|GBL (gamma-Butyrolactone), .gamma.-lactone|BUTYROLACTONE [WHO-DD]|GTPL5462|Butanoic acid
0,93.700
6,9-13-27)15-25-10-11-26-17-4-2-1-3-5-17/h1-7
0,2.600
PJVWKTKQMONHTI-UHFFFAOYSA-N, 4-HYDROXY-3(1-PHENYL-3-OXO-BUTYL)-|Warfarin
1,6
0,14
0,6-10-26)14-25-8-11-28-16-2-1-7-24-13-16/h1-4
1,7-8
0,7-11-26)14-24-9-12-28-18-3-1-2-8-25-18/h1-5
1,9-12-26)15-25-10-13-28-17-4-2-1-3-5-17/h1-7
8,10-12
0,7-12-27)14-24-9-10-26-18-3-1-2-8-25-18/h1-5
0,4-9-26)13-24-7-10-28-17-12-23-5-6-25-17/h1-2
8,12-13
10,9-12-26)15-25-10-13-28-17-4-2-1-3-5-17/h1-7
0,9-13-27)15-25-10-3-5-17-4-1-2-11-26-17/h1-2
0,11-14-27)16-26-12-4-7-17-5-2-1-3-6-17/h1-3
0,7-11-26)14-24-9-12-28-18-3-1-2-8-25-18/h1-5
0,5-10-26)13-23-8-11-28-18-24-6-1-7-25-18/h1-3
8,9-11
0,"InChI=1S/C20H22Cl2FN3O2/c21-16-5-4-15(13-17(16)22)19(27)26-10-6-20(23
YQCGOSZYHRVOFW-UHFFFAOYSA-N,26)32-17;1-23(2
(S)|(2S)-1-[(4R,8
1,1
0,1
1,1
0,2
0,2
0,3-4
0,2
0,1
0,1
1,1
0,1
1,1
289.158,1
0,10-11
528.237,10-13
0,1-2H3
0,2
0,1
255.137,1
0,1
0,1
0,2
NULL,C1=CC=C(C=C1)C=C2C(=O)C3=CC=CC=C3O2
875|883|884|885|886|887|889|891|892|893|899|900|902|912|923|924|925|926|938|995|1030|1460|1463|1468|1469|1471|1477|1479|1490|1766|1768|1865|2101|2107|2112|2451|2472|2517|2528|2546|2549|2551|485281|485290|602332|1090554|1090556|1143188|1143189|1143190|1143197|1329700|1329701|1446693|1601690|1601691|1819029|1819030|1819031|1819032|1819033,C1=CC=C(C=C1)C=C2C(=O)C3=CC=CC=C3O2
1792,1H3
3,"InChI=1S/C25H42O3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-23-24(26)22(2)28-25(23)27/h3
0,26H
2D,1-2
0,"InChI=1S/C25H48O3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-23-24(26)22(2)28-25(23)27/h22-24
19, >=98.5% (GC)|Stearic acid
0,"InChI=1S/C26H46O7/c1-3-4-5-6-11-22(28)23(29)13-14-24(30)25-15-12-21(33-25)10-8-7-9-20(27)17-19-16-18(2)32-26(19)31/h16
2,10-11
2,22
2,22
0,24)25/h4-11
1,22
2,12
0,23)24/h3-10
2,24)25/h3-4
2,12
0,22)23/h2-9
2,21)22/h2-7
1,"InChI=1S/C21H26F2N4O/c1-21(22
2,22)23/h3-8
2,"InChI=1S/C22H27F2N3O/c1-22(23
2,22)23/h3-8
0,22)23/h2-9
2,21)22/h2-7
2,10-11
2,24)25/h3-10
1,4.000
0,18-19
0,24-25
1,5
0,24)25/h5-10
0,22)15-8-6-14(7-9-15)16-11-23-12-17(16)24-18(25)10-13-4-2-1-3-5-13/h1-9
